id,title,genre,imdb_link,plot,poster_path
485,Last Action Hero,"Action, Adventure, Comedy, Fantasy",tt0107362,"Young Danny Madigan is a big fan of Jack Slater, a larger-than-life action hero played by Arnold Schwarzenegger. When his best friend, Nick the projectionist, gives him a magic ticket to the new Jack Slater film, Danny is transported into Slater's world, where the good guys always win. One of Slater's enemies, Benedict the hitman, gets hold of the ticket and ends up in Danny's world, where he realises that if he can kill Schwarzenegger, Slater will be no more. Slater and Danny must travel back and stop him.",data/posters/485-last-action-hero.jpeg
486,Life with Mikey,"Comedy, Family",tt0107413,"Michael Chapman was once a child TV star. But when he grew up, he couldn't get work. So he and his brother, Ed start their own talent agency that specializes in child acts. They can't seem to find the next big thing and they have to deal with another agency who's not above bribery to get the kids to sign with them. One day Michael meets a girl named Angie and she's a real spitfire. Michael thinks she could be what they are looking for. Problem is that she has a big chip on her shoulder.",data/posters/486-life-with-mikey.jpeg
487,Lightning Jack,"Comedy, Western",tt0110353,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.",data/posters/487-lightning-jack.jpeg
488,M. Butterfly,"Drama, Romance",tt0107468,"During the Cultural Revolution in China in the mid-1960s, a French diplomat falls in love with a singer in the Beijing Opera. Interwoven with allusions to the Puccini opera ""Madama Butterfly"", a story of love and betrayal unfolds.",data/posters/488-m-butterfly.jpeg
489,Made in America,Comedy,tt0107478,"A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.",data/posters/489-made-in-america.jpeg
490,Malice,"Crime, Mystery, Thriller",tt0107497,"A tale about a happily married couple who would like to have children. Tracy teaches children, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know it all"" doctor.",data/posters/490-malice.jpeg
491,The Man Without a Face,Drama,tt0107501,"The story of a relationship between a teacher and his troubled pupil. Justin McLeod is a former teacher who lives as a recluse on the edge of town. His face is disfigured from an automobile accident and fire ten years before in which a boy was incinerated and for which he was convicted of involuntary manslaughter. He is also suspected of being a pedophile. He is befriended by Chuck, igniting the town's suspicion and hostility. McLeod instills in his protégé a love of justice and freedom from prejudice which sustains Chuck beyond the end of the film.",data/posters/491-the-man-without-a-face.jpeg
492,Manhattan Murder Mystery,"Comedy, Mystery",tt0107507,"Larry and Carol are fairly normal New Yorkers who have sent their son off to college. They meet an elderly couple down the hall and later in the week find that the wife has suddenly died. Carol becomes suspicious of Paul who seems to be too cheerful and too ready to move on. She begins her investigation. Larry insists she is becoming too fixated on their neighbor as all of the irregularities seem to have simple non-homicidal explanations. Ted, a recently divorced friend helps her investigation and Larry begins to become jealous of their relationship and agrees to help her.",data/posters/492-manhattan-murder-mystery.jpeg
493,Menace II Society,"Crime, Drama, Thriller",tt0107554,"This urban nightmare chronicles several days in the life of Caine Lawson, following his high-school graduation, as he attempts to escape his violent existence in the projects of Watts, CA.",data/posters/493-menace-ii-society.jpeg
494,Executive Decision,"Action, Adventure, Thriller",tt0116253,"Terrorists take over a 747 bound from Athens to Washington D.C., supposedly to effect the release of their leader. Intelligence expert David Grant suspects another reason and convinces the military that the 'plane should not be allowed to enter U.S. airspace. An assault mission is devised, using a specially equipped 'plane designed for mid-air crew transfers, and Grant finds himself aboard the 747 with a team of military anti-terrorists who have to defuse a bomb and overpower the terrorists.",data/posters/494-executive-decision.jpeg
495,In the Realm of the Senses,"Drama, Romance",tt0074102,"Based on a true story set in pre-war Japan, a man and one of his servants begin a torrid affair. Their desire becomes a sexual obsession so strong that to intensify their ardor, they forsake all, even life itself.",data/posters/495-in-the-realm-of-the-senses.jpeg
496,What Happened Was...,"Comedy, Drama, Romance, Thriller",tt0111689,"This darkly humorous film explores the personal psychic landscape of two lonely New Yorkers. Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night. As this 'first date' plays out, the audience is guided through a mental minefield of disappointment, desolation, and desperation. Their conversation, with its awkward 'small talk', slowly reveals their unhappy lives....",data/posters/496-what-happened-was.jpeg
497,Much Ado About Nothing,"Comedy, Drama, Romance",tt0107616,"Young lovers Hero and Claudio are to be married in one week. To pass the time, they conspire with Don Pedro to set a ""lover's trap"" for Benedick, an arrogant confirmed bachelor, and Beatrice, his favorite sparring partner. Meanwhile, the evil Don Jon conspires to break up the wedding by accusing Hero of infidelity. In the end, though, it all turns out to be ""much ado about nothing.""",data/posters/497-much-ado-about-nothing.jpeg
499,Mr. Wonderful,"Comedy, Romance",tt0107613,"Electrician Gus gets the chance to fulfill a childhood dream by buying an old bowling-alley with some of his friends. Unfortunately, due to the alimony payments he has to make to his ex-wife Leonora, the bank refuses to loan him the down payment. Knowing that when she marries again she loses her alimony rights, Gus tries to speed things up by bringing Leonora together with all the potential husbands he can find. Although this approach isn't very successful, it awakens feelings in both of them they didn't know they still had.",data/posters/499-mr-wonderful.jpeg
500,Mrs. Doubtfire,"Comedy, Drama, Family",tt0107614,"Eccentric actor Daniel Hillard is an amusing and caring father. But after a disastrous birthday party for his son, Daniel's wife Miranda draws the line and files a divorce. He can see his three children only once a week which doesn't sit well with him. Daniel also holds a job at a TV studio as a shipping clerk under the recommendation of his liason. But when Miranda puts out an ad for a housekeeper, Daniel takes it upon himself to make a disguise as a Scottish lady named Mrs Doubtfire. And Daniel must also deal with Miranda's new boyfriend Stu Dunemyer.",data/posters/500-mrs-doubtfire.jpeg
501,Naked,"Comedy, Drama",tt0107653,"Johnny flees Manchester for London, to avoid a beating from the family of a girl he has raped. There he finds an old girlfriend, and spends some time homeless, spending much of his time ranting at strangers, and meeting characters in plights very much like his own.",data/posters/501-naked.jpeg
502,The Next Karate Kid,"Action, Drama, Family, Romance, Sport",tt0110657,"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",data/posters/502-the-next-karate-kid.jpeg
504,No Escape,"Action, Drama, Sci-Fi, Thriller",tt0110678,"Robbins is sentenced to prison for the assassination of his general officer, a prison you leave only when you die. Since nobody ever leaves the prison, nobody knows what the prison is like. The prison manager realizes this and buys himself an island playground called ""Absolom,"" where the worst prisoners are free to create an isolated barbaric society, and where the strongest men rule...a living hell. Robbins is sent to Absolom after he almost kills the prison manager.",data/posters/504-no-escape.jpeg
505,North,"Adventure, Comedy, Drama, Family, Fantasy",tt0110687,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus north starts off on an hilarious journey around the world to find the parents that really care about him.",data/posters/505-north.jpeg
506,Orlando,"Biography, Drama, Fantasy, Romance",tt0107756,"Young nobleman Orlando is commanded by Queen Elizabeth I to stay forever young. Miraculously, he does just that. The film follows him as he moves through several centuries of British history, experiencing a variety of lives and relationships along the way, and even changing sex.",data/posters/506-orlando.jpeg
507,A Perfect World,"Crime, Drama, Thriller",tt0107808,"After escaping from a Huntsville prison, convict Butch Haynes and his partner Terry Pugh kidnap a young boy, Philip Perry, and flee across Texas. As they travel together, Butch and Philip discover common bonds and suffer the abuses of the outside ""Perfect World."" In pursuit is Texas Ranger ""Red"" Garnett and criminologist Sally Gerber.",data/posters/507-a-perfect-world.jpeg
508,Philadelphia,Drama,tt0107818,"Andrew Beckett, a gay, HIV positive lawyer, is fired from his law firm in fear that they might contract HIV from him. After Andrew is fired, in a last attempt for peace, he sues his former law firm with the help of a homophobic lawyer, Joe Miller. During the court battle, Miller sees that Beckett is no different than anyone else on the gritty streets of the city of brotherly love, sheds his homophobia and helps Beckett with his case before AIDS overcomes him.",data/posters/508-philadelphia.jpeg
509,The Piano,"Drama, Music, Romance",tt0107822,"It is the mid-nineteenth century. Ada is a mute who has a young daughter, Flora. In an arranged marriage she leaves her native Scotland accompanied by her daughter and her beloved piano. Life in the rugged forests of New Zealand's North Island is not all she may have imagined and nor is her relationship with her new husband Stewart. She suffers torment and loss when Stewart sells her piano to a neighbour, George. Ada learns from George that she may earn back her piano by giving him piano lessons, but only with certain other conditions attached. At first Ada despises George but slowly their relationship is transformed and this propels them into a dire situation.",data/posters/509-the-piano.jpeg
510,Poetic Justice,"Drama, Romance",tt0107840,"After witnessing the murder of her first and only boyfriend, young Justice decides to forget about college and become a South Central Los Angeles hairdresser. Avoiding friends, the only way for her to cope with her depression is by composing beautiful poetry. On her way to a convention in Oakland, she is forced to ride with an independent-minded postal worker whom she has not gotten along with in the past. After various arguments between them and their friends, they start to discover that their thoughts on violence, socially and domestically, are the same. Justice may finally feel that she is not as alone as before.",data/posters/510-poetic-justice.jpeg
511,The Program,"Action, Drama, Romance, Sport",tt0107889,A college football coach is told by his bosses that unless they do better this season it could be his last. To bolster the team he recruits a talented tail back. A female student is assigned to help him assimilate with college life and that includes doing his studies because he spent his whole life just playing football. And he finds himself attracted to her and she already has a boyfriend who is also on the team but he might be more concern about losing his position than losing her to him. And the coach has to deal with his other players' situations like the team's quarterback who deals with his father being distant by drinking and it eventually gets him in trouble. And one of the team's defensive players is obviously using steroids but passes the drug tests.,data/posters/511-the-program.jpeg
512,The Puppet Masters,"Horror, Sci-Fi, Thriller",tt0111003,"Strange aliens land in the Midwest, taking over people's minds in order to spread their dominion. Sam Nivens and Andrew Nivens, aided by Mary Sefton, are part of a government agency who must stop the the aliens before the aliens get to them...",data/posters/512-the-puppet-masters.jpeg
513,Radioland Murders,"Comedy, Crime, Drama, Musical, Mystery, Romance",tt0110939,"In 1939, WBN, a fourth radio network, is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough, Penny Henderson, the owner's secretary, must deal with an unhappy sponsor, an overbearing boss and a soon-to-be ex-husband who desperately wants her back. As the broadcast begins, a mysterious voice breaks the broadcast and suddenly members of the cast turn up dead. It's up to her husband Roger, to find out whodunit as the police chase him through the halls of WBN.",data/posters/513-radioland-murders.jpeg
514,The Ref,"Comedy, Crime, Drama",tt0110955,"Denis Leary plays an unfortunate cat burglar, who is abandonded by his partner in the middle of a heist, and is forced to take an irritating Connecticut couple (Kevin Spacey, Judy Davis) hostage. He soon finds that he took more than he bargained for when the couple's blackmailing son and despicable in-laws step into the picture. Before long they're driving him nuts with their petty bickering and family problems. The only way for him to survive is to be their referee and resolve their differences, before he can be nabbed by the police.",data/posters/514-the-ref.jpeg
515,The Remains of the Day,"Drama, Romance",tt0107943,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in pre-WWII Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,data/posters/515-the-remains-of-the-day.jpeg
516,Renaissance Man,"Comedy, Drama",tt0110971,A down-on-his-luck businessman desperately takes the only job offered - a teacher in the U.S. Army. His mission: keep a ragtag bunch of underachieving misfits from flunking out of basic training! Be on alert as this unlikely new teacher and his underdog class unexpectedly inspire each other to be all they can be!,data/posters/516-renaissance-man.jpeg
517,Rising Sun,"Action, Crime, Drama, Mystery, Thriller",tt0107969,"At the offices of a Japanese corporation, during a party, a woman, who's evidently a professional mistress, is found dead, apparently after some rough sex. A police detective, Web Smith is called in to investigate but before getting there, he gets a call from someone who instructs him to pick up John Connor, a former police Captain and expert on Japanese affairs. When they arrive there Web thinks that everything is obvious but Connor tells him that there's a lot more going on.",data/posters/517-rising-sun.jpeg
518,The Road to Wellville,"Comedy, Drama",tt0111001,"A madcap portrayal of William Lightbody's stay at the health farm run by cereal king Dr. John Harvey Kellogg. William's wife, Eleanor, has persuaded him to go to Kellogg to have his system cleaned of impurities. Kellogg is very unconventional, and almost barbaric in his treatments.",data/posters/518-the-road-to-wellville.jpeg
519,RoboCop 3,"Action, Crime, Sci-Fi, Thriller",tt0107978,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",data/posters/519-robocop-3.jpeg
520,Robin Hood: Men in Tights,"Adventure, Comedy, Musical, Romance",tt0107977,"Robin of Locksley, known as the most skilled archer of the land, has just returned to England after fighting in the Holy Crusades, where King Richard the Lionhearted is also fighting. Robin finds that much of what he knew of England has gone to ruin, including his longtime family home having been taken away, all at the hands of the evil Prince John, Richard's brother who has assumed the throne in Richard's absence. Neurotic John is basically being controlled by the equally evil Sheriff of Rottingham, everything they doing to fatten their own coffers at the expense of the commoners and peasants. As such, Robin recruits a band of merry men to help him battle Prince John and the Sheriff, they who include: Blinkin, his blind longtime servant; Ahchoo, the misguided son of Asneeze, the man who helped him escape from prison while fighting in the Crusades; Little John, who seems to think that being called Little is only coincidental to the fact of he being a hulking man; and Little John's friend, Will Scarlet O'Hara, a master with daggers. In going to the palace, Robin falls in love at first sight with Marian of Bagelle, a maid of the court. Marian is looking for the man who has the figurative and literal key to unlock her heart (and more private parts). The Sheriff has his own eyes on Marian, he who in turn is the object of desire of Latrine, a powerful hag of a sorceress of the court. Robin and the Sheriff in particular have a fight to the death mentality to achieve their end goals, which for both are protection of the throne for their trusted royal, and the heart and cherry of Maid Marian.",data/posters/520-robin-hood-men-in-tights.jpeg
521,Romeo Is Bleeding,"Crime, Drama, Romance",tt0107983,"Detective Jack Grimaldi (Gary Oldman) takes us through his shattered life after encountering the most deadly (and deceptive) criminal he has ever had to deal with. It doesn't help that Grimladi is playing both sides against the middle. When he encounters Demarkov (Lena Olin) he thinks he can play her as he has all the other women in his life...including his wife. But Demarkov knows Jack better than he knows himself. She plays him mercilessly, all the while threatening to kill him when she tires of the game.",data/posters/521-romeo-is-bleeding.jpeg
522,Romper Stomper,"Crime, Drama",tt0105275,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",data/posters/522-romper-stomper.jpeg
523,Ruby in Paradise,"Drama, Romance",tt0108000,"Ruby, a young woman, arrives in a Florida resort town during the off season to make a fresh start. She gets work as a sales clerk in a souvineer shop run by Mildred Chambers. She dates, and sleeps with, Ricky Chambers, Mildred's conceited son, but breaks off with him when she finds she's just another conquest. She gets involved with Mike, a left-wing greenhouse worker. As the seasons change, Ruby's relationships with others and herself go through metamorphoses as she makes choices and discoveries establishing her own identity. A character study.",data/posters/523-ruby-in-paradise.jpeg
524,Rudy,"Biography, Drama, Sport",tt0108002,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",data/posters/524-rudy.jpeg
526,Savage Nights,"Biography, Drama",tt0105032,"Jean is young, gay, and promiscuous. Only after he meets one or two women, including Laura does he come to realize his bisexuality. Jean has to overcome a personal crisis (he is HIV-positive) and a tough choice between Laura and his male lover Samy.",data/posters/526-savage-nights.jpeg
527,Schindler's List,"Biography, Drama, History",tt0108052,"Oskar Schindler is a vainglorious and greedy German businessman who becomes an unlikely humanitarian amid the barbaric German Nazi reign when he feels compelled to turn his factory into a refuge for Jews. Based on the true story of Oskar Schindler who managed to save about 1100 Jews from being gassed at the Auschwitz concentration camp, it is a testament to the good in all of us.",data/posters/527-schindlers-list.jpeg
528,The Scout,"Comedy, Drama, Sport",tt0111094,"Al Percolo is a major league baseball scout sent to scout in Mexico as a punishment. However, he eventually stumbles across Steve Nebraska, a young American who can pitch AND hit better than anyone else can do either. He signs Steve and returns home in glory. It soon becomes obvious, though, that Steve is immature and possibly unstable, and Al turns to psychiatrist Doctor H. Aaron, whom he picks for her name, for help.",data/posters/528-the-scout.jpeg
529,Searching for Bobby Fischer,"Biography, Drama",tt0108065,"Josh Waitzkin is just a typical American boy interested in baseball when one day he challenges his father at chess and wins. Showing unusual precocity at the outdoor matches at Washington Square in New York City, he quickly makes friends with a hustler named Vinnie who teaches him speed chess. Josh's parents hire a renowned chess coach, Bruce, who teaches Josh the usefulness of measured planning. Along the way Josh becomes tired of Bruce's system and chess in general and purposely throws a match, leaving the prospects of winning a national championship in serious jeopardy.",data/posters/529-searching-for-bobby-fischer.jpeg
531,The Secret Garden,"Drama, Family, Fantasy",tt0108071,"A young British girl born and raised in India loses her neglectful parents in an earthquake. She is returned to England to live at her uncle's estate. Her uncle is very distant due to the loss of his wife ten years before. Neglected once again, she begins exploring the estate and discovers a garden that has been locked and neglected. Aided by one of the servants' brothers, she begins restoring the garden, and eventually discovers some other secrets of the manor.",data/posters/531-the-secret-garden.jpeg
532,Serial Mom,"Comedy, Crime, Thriller",tt0111127,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase, and the police get closer to the truth, threatening the family's picture perfect world.",data/posters/532-serial-mom.jpeg
533,The Shadow,"Action, Adventure, Crime, Fantasy, Mystery, Thriller",tt0111143,"Based on the 1930's pulp fiction and radio drama series, the film pits the hero against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",data/posters/533-the-shadow.jpeg
534,Shadowlands,"Biography, Drama, Romance",tt0108101,"C.S. Lewis is the author of the ""Chronicles of Narnia"" books. Known as Jack, he teaches at Oxford during the 1950s. An American fan, Joy Gresham, arrives to meet him for tea in Oxford. It is the beginning of a love affair. Tragically, Joy becomes terminally ill and their lives become complicated.",data/posters/534-shadowlands.jpeg
535,Short Cuts,"Comedy, Drama",tt0108122,"While helicopters overhead spray against a Medfly infestation a group of Los Angeles lives intersect, some casually, some to more lasting effect. Whilst they go out to concerts and jazz clubs and even have their pools cleaned, they also lie, drink, and cheat. Death itself seems never to be far away, even on a fishing trip.",data/posters/535-short-cuts.jpeg
536,A Simple Twist of Fate,"Drama, Comedy",tt0111194,"Michael McCann is a man who feels totally betrayed by the world, after his wife revealed to him that their child was not his. A few years after his break-up we find him living alone in a small town. But, everything in his miserable life changes when he adopts a little girl whose mother died outside his house. After several years, the real father returns to claim the girl from Michael, thinking that she will be an advantage for his political career.",data/posters/536-a-simple-twist-of-fate.jpeg
537,Sirens,"Comedy, Drama, Romance",tt0111201,"A young reverend and his wife are on the way from England to Australia to minister to their flock. The bishop asks him to visit an eccentric artist prone to sexual depictions and requests that he voluntarily withdraw a controversial work call ""Crucified Venus"" from his show. The minister, who considers himself a progressive, is shocked at the amoral atmosphere surrounding the painter, his wife, and the three models living at his estate. The minister's wife is troubled also, and has to deal with latent sexual urges while trying to remain loyal to her husband.",data/posters/537-sirens.jpeg
538,Six Degrees of Separation,"Comedy, Drama, Mystery",tt0108149,"New Yorkers Ouisa and Flan Kittredge are upper class private art dealers, pretentious but compassionate. Their prized possession is a double sided Kandinsky, one side that represents control, the other side chaos. They relay a story to their friends and acquaintances that over time becomes legendary. It is their encounter with a young black man who they had never met or heard of but who comes stumbling upon their front door one evening as they are courting an important investor, Geoffrey Miller, who could make them wealthy beyond what they could have dreamed. That black man is Paul Poitier, who has just arrived in the city, was just mugged outside their building and is sporting a minor knife wound to the abdomen. He is a friend of the Kittredge's children, who are attending Harvard, but more importantly is the son of actor/director Sidney Poitier. Tomorrow, Paul is meeting up with his father who is in town directing a movie of ""Cats"". Beyond the attraction of talking Paul into getting them roles in the movie, Ouisa, Flan and Geoffrey all end up being captivated by the charm, charisma, pedigree and eloquence of Paul, who the Kittredges, after tending to his wounds, invite to stay the night. Their encounter with Paul ends up being an all too familiar story, which they will soon learn, and leads the Kittredges on a search for Paul after he leaves their abode the next morning. In that search, Ouisa, in particular, begins to view critically their life and just how much compassion they really have.",data/posters/538-six-degrees-of-separation.jpeg
539,Sleepless in Seattle,"Comedy, Drama, Romance",tt0108160,"After his wife Maggie passes away, Sam Baldwin and his 8-year-old son Jonah relocate from Chicago to Seattle to escape the grief associated with Maggie's death. Eighteen months later Sam is still grieving and can't sleep. Although Jonah misses his mother, he wants his father to get a new wife despite Sam having not even contemplated dating again. On Christmas Eve, Sam (on Jonah's initiative) ends up pouring his heart out on a national radio talk show about his magical and perfect marriage to Maggie, and how much he still misses her. Among the many women who hear Sam's story and fall in love with him solely because of it is Annie Reed, a Baltimore-based newspaper writer. Annie's infatuation with Sam's story and by association Sam himself is despite being already engaged. But Annie's relationship with her straight-laced fiancé Walter is unlike her dream love life in the movie An Affair to Remember (1957). She even writes to Sam proposing they meet atop the Empire State Building on Valentine's Day. Back in Seattle, Sam has received hundreds of letters from women wanting to meet him. Jonah is excited by one letter in particular from Baltimore and will do whatever he needs to to get his father and Annie together. However, old fashioned Sam wants his future love life to be based on meeting a woman the traditional way and he, in turn, becomes infatuated with an unknown woman he spots a few times in Seattle. Will magic happen twice in Sam's life, and if so will it be with this unknown woman or Annie?",data/posters/539-sleepless-in-seattle.jpeg
540,Sliver,"Drama, Thriller",tt0108162,"Carly Norris is a book editor living in New York City who moves into the Sliver apartment building. In the apartment building, Carly meets two of her new neighbors, author Jack Lansford who writes thriller novels and Zeke Hawkins, the handsome owner of the apartment building. Carly finds that some of the women living in the apartment building have been murdered and the police suspect that there is a serial killer in the apartment building. Carly has a passionate and seductive love affair with Zeke, unaware Zeke has secretly wired the apartment building with hidden cameras and he has been watching the lives of each tenant living in the apartment building including Carly. Carly begins to suspect Zeke or Jack may be the serial killer responsible for the murders in the apartment building and she may be the killer's next victim.",data/posters/540-sliver.jpeg
541,Blade Runner,"Action, Sci-Fi, Thriller",tt0083658,"In the futuristic year of 2019, Los Angeles has become a dark and depressing metropolis, filled with urban decay. Rick Deckard, an ex-cop, is a ""Blade Runner"". Blade runners are people assigned to assassinate ""replicants"". The replicants are androids that look like real human beings. When four replicants commit a bloody mutiny on the Off World colony, Deckard is called out of retirement to track down the androids. As he tracks the replicants, eliminating them one by one, he soon comes across another replicant, Rachel, who evokes human emotion, despite the fact that she's a replicant herself. As Deckard closes in on the leader of the replicant group, his true hatred toward artificial intelligence makes him question his own identity in this future world, including what's human and what's not human.",data/posters/541-blade-runner.jpeg
542,Son in Law,"Comedy, Drama, Romance",tt0108186,"Country girl Rebecca begins college in Los Angeles. There she meets Crawl, a student who is crazy, unpredictable and wild. During the holidays she brings him with her home. Her parents have never seen anything like him and are shocked when Rebecca tells them that they are engaged to be married. Two different worlds collide...",data/posters/542-son-in-law.jpeg
543,So I Married an Axe Murderer,"Comedy, Romance",tt0108174,"Charlie, a poet, hasn't had much luck with women, but then he meets Harriet, the girl of his dreams.. or is it his nightmares. Charlie begins to suspect that Harriet is Ms X, a woman who marries then kills her husbands.",data/posters/543-so-i-married-an-axe-murderer.jpeg
544,Striking Distance,"Action, Crime, Mystery, Thriller",tt0108238,"A serial killer is back in Pittsburgh to torment the former homicide detective who was on his trail years before. Tom Hardy, who has been relegated to water-way duty, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",data/posters/544-striking-distance.jpeg
546,Super Mario Bros.,"Adventure, Comedy, Family, Fantasy, Sci-Fi",tt0108255,"Can you make a movie out of a video game? That's the question that is answered by this film. Mario Mario and Luigi Mario, two hard working plumbers find themselves in an alternate universe where evolved dinosaurs live in medium hi-tech squalor. They find themselves the only hope to save the Earth from invasion.",data/posters/546-super-mario-bros.jpeg
547,Surviving the Game,"Action, Adventure, Crime, Drama, Thriller",tt0111323,"Mason, who lives on the streets, wants to cease his life when on the same day his two best friends die: His dog and an older man with whom he shared his food and roof. Just in time Cole, from a charity organization, can prevent his suicide and also offers him a quite well paid job as servant for a hunting party in the Rocky Mountains. Mason accepts the job and flies with them to a hut in the wilderness where they prepare everything for the four rich businessmen who want to hunt something special. Mason does not yet know that he is the victim of their sports that should lead to the basic insticts of man, but they did not count with his cleverness...",data/posters/547-surviving-the-game.jpeg
548,Terminal Velocity,"Action, Mystery, Romance, Thriller",tt0111400,"Ditch Brodie is a maverick skydiving instructor. One day, a beautiful girl comes in, wanting to take her first jump. Up in the air, Ditch takes his eyes off her momentarily, then looks back to find out that she has fallen out, dying on impact. Ditch is suspicious that all is not as it seems, because he distinctly remembers hooking her static line on...",data/posters/548-terminal-velocity.jpeg
549,Thirty Two Short Films About Glenn Gould,"Biography, Drama, Music",tt0108328,"As the title suggests, this dramatised documentary about the eccentric Canadian pianist Glenn Gould is broken up into thirty-two short films (mirroring the thirty-two part structure of Bach's 'Goldberg Variations', the recording that Gould made famous), each giving us an insight into some aspect of Gould's life and career. Out of respect for the music lead actor Colm Feore is never seen playing the piano, merely reacting to Gould's own recordings, which are extensively featured",data/posters/549-thirty-two-short-films-about-glenn-gould.jpeg
550,Threesome,"Comedy, Drama, Romance",tt0111418,"Eddy and Stuart share two-thirds of a dormitory suite. Due to bureaucratic error, a woman named Alex is added to their room. At first, relations among the three are tense. Soon, however, Alex falls for Eddy, and Stuart lusts after Alex. Eddy comes to realize not only that he's gay, but that he's attracted to Stuart. The three pledge not to act on any romantic (or lustful) feelings with each other, and become close friends . . . while bottling up a lot of sexual tension.",data/posters/550-threesome.jpeg
551,The Nightmare Before Christmas,"Animation, Family, Fantasy, Musical",tt0107688,"Jack Skellington, the pumpkin king of Halloween Town, is bored with doing the same thing every year for Halloween. One day he stumbles into Christmas Town, and is so taken with the idea of Christmas that he tries to get the resident bats, ghouls, and goblins of Halloween town to help him put on Christmas instead of Halloween -- but alas, they can't get it quite right.",data/posters/551-the-nightmare-before-christmas.jpeg
552,The Three Musketeers,"Action, Adventure, Comedy, Family, Romance",tt0108333,"The three best of the disbanded Musketeers - Athos, Porthos, and Aramis - join a young hotheaded would-be-Musketeer, D'Artagnan, to stop the Cardinal Richelieu's evil plot: to form an alliance with enemy England by way of the mysterious Milady. Rochefort, the Cardinal's right-hand man, announces the official disbanding of the King's Musketeers. Three, however, refuse to throw down their swords - Athos the fighter and drinker, Porthos the pirate and lover, and Aramis the priest and poet. Arriving in Paris to join the Musketeers, D'Artagnan uncovers the Cardinal's plans, and the four set out on a mission to protect King and Country.",data/posters/552-the-three-musketeers.jpeg
553,Tombstone,"Action, Biography, Drama, History, Western",tt0108358,"After success cleaning up Dodge City, Wyatt Earp moves to Tombstone, Arizona, and wishes to get rich in obscurity. He meets his brothers there, as well as his old friend Doc Holliday. A band of outlaws that call themselves The Cowboys are causing problems in the region with various acts of random violence, and inevitably come into confrontation with Holliday and the Earps, which leads to a shoot-out at the OK Corral.",data/posters/553-tombstone.jpeg
555,True Romance,"Crime, Drama, Romance, Thriller",tt0108399,"In Detroit, Clarence Worley goes to the movie theater alone on the day of his birthday to watch some movies. The gorgeous Alabama Whitman accidentally drops her popcorn on Clarence and they watch the movie together. Later they go to a diner for pie, and end up having a one night stand. In the morning, Alabama confesses that she is a call-girl hired to spend the night with him, but she has fallen in love with him. In the morning they get married and Clarence goes to the club where she worked to bring her some clothes. However, her pimp Drexl Spivey and his partner beat up Clarence and he reacts by killing them both. Clarence asks for Alabama's suitcase with her clothes and the other girls mistakenly give another one with cocaine. When Clarence discovers the mistake, he decides to travel with Alabama to the house of his friend, the aspiring actor Dick Ritchie, to sell the drug and travel to Mexico. He visits his father Clifford Worley and gives his address to him. But the Sicilian Mafia is the owner of the drug and a group of killers are sent to hunt down Clarnece and Alabama.",data/posters/555-true-romance.jpeg
